,texts,labels
6135,እሱስ ልክ ነበር  እንዲህ የኑሮ ውድነቱ ጣራ በነካበት ጥቅሙ አያጠያይቅም  ነገር ግን እኛ ባለንበት ጅማ የጦጣው መንጋ ከህዝቡ ብዛት ይበልጣል  እንእንኳን አትክልት ሊለማ ቤት ውስጥ ገብተው እሚያወድሙት ንብረት የከተማውን ኗሪ አማሯል  ግን ለማን ይንገር  ምንያድርግ  መፍትሄውን የከተማው አስተዳደር ቢፈልግ የከተማው ህዝብ እፎይታ ቢያገኝ  በምግብ ራሱን ባገዘ ነበር  ነበር ነው እንግዲህ ሰሚ ካለ  የጅማ ኗሪዎችስ ምን ትላላችሁ ,neutral
6136,ጎበዝ እስኪ ተወዛወዝ ስራ ከጠፋ ምላስክን ምዝ,positive
6137,ራስህን ጠይቅ,negative
6138,የሥብሀት ነጋ ግሩኘ ኤሌትሪክለማበላት ሥብሀትን ጠይቁ እሱያውቀዋል,negative
6139,አገኘው ግን ሰምቷል,negative
6140,ይሄ ሰካራም,negative
6141,በጣም ጡሩ ነገር ግን,negative
6142,ሀገሪቱ አንዴ ጥሎባታል ሀጉሪቱ ግን ምን በወጣት ነው የመረጠውን ህዝብ ክዶ  ሚሊየን ብር በተከፋፈለ ሌባ የምትወከል,negative
6143,ቲሸ የራስህንስ ሀገርና የኑሮ ውድነቱንና ሕክምና ላይ ስራ መጀመሪ ሰው በኑሮ ውድነትና በህመም ምክንያት እየተሰቃየ ነው በየ ቤቱ አንተ ስለ ሰው ሀገር ታወራለ እረ ፕሊ የመንግስት ያለ የህወሀት ሳያንሰን ድጋሚ የነዚኛዎቹ ባሰብን እኮ ፈጣሪ ሆይ ደጉን ዘምን አምጣልን ብለን ከመጮህ ውጪ ምንም ተስፋና አማራጭ የለንም ወገኖቼ,negative
6144,እዚ ያለውን ዘረኝነት መቼ ነው ምትዘግቡት,positive
6145,የኛውስ አገር ለምን እሩቅ ትሄዳላችሁ,negative
6146,ደደብ ጋዜጠኛ ነህ የራሷ አሮባት የሰው ታማስል ምነው በነካ እጅህ ለሀገሪቱ ሸክም የሆነውን አብይን ብትምክረው,neutral
6147,እዛው ባሉበት ብቆዩ ከራሀብ እና ድንገተኛ የመሣሪያ ፍንጣሪ ካልደረሳቸው በስተቀር የሩስያ ወታደሮች በአፍሪካውያን ላይ ምንም ጉዳት ያደርሳሉ ብዩ አላስብም,negative
6148,ትዉስታ ከባድ ነዉ ምን ይደረጋል ክክክክ,negative
6149,በዓድዋ ጦርነት ግዜ ጣልያን ማሸነፍ ሳይሆን የከበደን ሚኒልክ ከተደበቀበት ዋሻ ፈልጎ ማግኝት ነዉ ታሪኩ ይሄ ነው ,negative
6150,የራስ መኮንን አፅም ይውጋችሁ,neutral
6151,ቀጀላ የምኒሊክ መንፈስ አባሮት ዱባይ ገባ,negative
6152,የአማራን የበላይነት በኢትዮጵያ ያነገሰ የአንድ ሀይማኖትና ቋንቋ ገንግኖ የበላይነትን የተጎፀፈ የእርሻ ለም መሬቶች በወቅቱ ከዘመቻ ተመላሽ ነን ባዮች የተወረሰበትና በለርስቶች ጭሰኛ የሆኑበት ታሪክ የምያስታውሰን,negative
6153,መጀመሪያ ሀገርንሰላምአድርጉ የትኛውባለሀብትነው መጥቶኢንቨስት እሚያደርገው ለትፍነው እሚመጣውእንጅ ገንዘቡን ለማቃጠልነው እንደ የህግየበላይነት እማይከበርባትን በጠራራጽሀይየሰውልጅእየታ,neutral
6154,ኢትዮጵያዬ ለነፃነትሽ የተዋደቁት ክብር የተነፈጉ አልፎም የተዋረዱ ቀን ,negative
6155,አታስቁን እስቲ ሰው በኖረበት ምድር ተጨፍጭፋ በሚንከራተትበትና ኢንቨስተር እየተሳቀቀ በሚንቀሳቀስበት ሃገር ስለምንድን ነው ምታወሩት,negative
6156,ድል ለኢትዮጵያውያን,negative
6157,አድዋ ድልድይ ያለመሄድ መብት አለን,neutral
6158,ሰው ኑሮ ከብዶታል እናተ ከአመት እስከአመት መንገድ ዝጉ,negative
6159,አልጋማ ለተኝቶ ታካሚው ነው ይህ ጥሩ ነው የሚደገፍ  ግን ህዝቡ በጣም የተቸገረበት ነገር ቢኖር ወገኖቼ በጣም ቀላል የሚመስለን ነገር ግን ከመኪና አውርደን የምናስገባበት ነገር ማለትም   በተለምዶ ዊልቸር የምንለውም ታሳቢ ይደረግ ተሰቃየን ለምሳሌ    ይህ የግል አስተያየት ,negative
6160,ስንት ስንት አሁንም በኮታ,negative
6161,ምኒልክ ዛሬም ንጉስ ነው,negative
6162,የባንዳና የጣሊያንያው መግላጫ አስመሰላችሁት  ደግሞም ሆነ,negative
6163,ከመሪው የተመሪው በግነት ያናድደኛል ምነው ባልማር ኖሮ ብዙ ደደቦችን በማወቄ ውስጤ አረረ,negative
6164,የግላቸዉ በአል እንዲሆን ሚሯሯጡትስ ማሲንቋም ሁላ,negative
6165,አዲስ ኢትዮጵያ የለችም የነበረች  ያለች እና የምትኖር ግን አለች በየዘመኑ የመጣ የሄደው አዲሲቷ እያለ የሚያላዝነው ስውር አጀንዳ ስላለው ይሆን,neutral
6166,አሁን ገና ጀገናቹህ,positive
6167,እውነት ልብ ካላቹ በቀድሞ የላፍቶ ክከተማ አሁን ልደታ በሆነው የሚገኙ ከ ዓም በፊት ለ ጦር ሠራዊት አመራሮች የተገነቡት ግን ወደ ግል የዞሮትን አስመልሱ ያኔ ጥንካሬያቹ ይታያል,negative
6168,የሽመልስ ውሽማ,negative
6169,እንዴት ጥሩ ቀጣችሁት አሳፋሪ የህግ ክፍተት,negative
6170,የሰውልጅ ችግርመከራ ስቃይ እና ድህነት የበዛበት የ አብይ ዘመን መንጋት መምሸቱም የፈጣሪ ሀይል ሆኖበት ነው,negative
6171,የህፃናት ተጊባረ በእብዶች የሚትመራ ሀገረ,positive
6172,ይገበቸዋል,positive
6173,መላቀቂ የሌለህ ዉሻ አንተን ማየትና መስማት አስጠላኝ,negative
6174, ምን ጥያቄ አለዉ,negative
6175,ከበስተጀርባ ያለው ጥቁሮቹ ቀለሞች ቀድማችሁ ደረጃ የሰጣችሁ ይመስላል ግን ያለምወርቅን ሁለተኛ ለምን ሆነች ይሄው አሁን እራሱ የእሷን ነው እያዳመጥኩ ያለው,neutral
6176,እሔ መንግሥት ግን በነ ኮመዲያን ፍልፍሉ ስራ ጣልቃ ባይገባስ,neutral
6177,ዘይት ከሚያጣ ጤና ይጣ ይመስላል,positive
6178,ገበያላይ ሳዉል እና ገና ሳይገባ ለህዝብ አገልግሎት ሳይዉል ገና በወሬ ነፋችሁት እኮ እነወሬ ሱሱ,neutral
6179,አብይ አህመድ በምን የትምህርት አይነት ነው የሰለጠነ,neutral
6180,ዬናንተ ጥፋት ነዉ ይሄ ሁሉ,neutral
6181,ምን አይነት ማፈሪያዎች ናችሁ,neutral
6182,ሴቶች በአለባበሳቸዉ ምዕራብዊያንን ይመስላሉ እኛ ኢትዮጵያዊያን ሱሪ ለወንድ ቀሚስ ለሴት መሆኑን ነዉ የምናዉቀዉ ቅኝ ግዛት ስር ያልገባች ሀገር አይደለች,negative
6183,አሽቃባጭ ሚድያ ስላሴ ምናምን,neutral
6184,መልካም የማሽቃበጥ ዘመን,negative
6185,ምን አገባን,negative
6186, ሚሊየን ምን አላት ለቲፕ የተሠጧትን ነው እንዴ,negative
6187,ዘረፍዎችን መሳርነ እዛው ብድዎ በመስራት በዱላ መቀጥቀጥ ነወ ዋነው,neutral
6188,እናንተ ትናንሾቹ ላይ ብቻ ትኩሬት በማድሬግ ዋኖቹን ሀገርንና ህዝብን በራቁት ያስቀሩትን የዘሬፉትን ሀብት የክልሎች ባለሥልጣናት ከአንድ ክልል ወደ ለላ ክልል ከተሞች ፎቅ መሥራት እስከ ውጭ ሀገር ማዛወር ድሬስ ቀጥታና ቀጥታ ባልሆነ መንገድ ሥራ እየተሰራ ይገኛል ,neutral
6189,እንደለመደው ሽጉጥ ያከፋፍል,negative
6190,ከወለጋ ለተፈናቀልንውስ ማን ይመልከተን በየካምቡ እየተሰቃየን,neutral
6191,ሁሉም ሚዲያ ግር አለበት እኮ,neutral
6192,ኼሬ እንኑርበት  ማታ ሴፉ አቁስሎኝ አሁን ደሞ እናንተም ደገማችሁት,neutral
6193,የብልፅግና ወንጌል መስሎን,neutral
6194,የተሾሙተም ትራፊኮችም የጎን ኪሥ ነው እጅ አይናየን እጅ እጅ ነው የሚዩ,neutral
6195,ሀ ሁ በየአመቱ,neutral
6196,ሌባውን አውጪ ለምን ትወቀሺ,neutral
6197,ለጋምቤላዎችም እነሱም አዲስ አመት እንደ ፈረንጆች የሰቀበላሉ,negative
6198,መልካም መሪ ነሽ,neutral
6199,ምሁር እና አርቲስት ጋር የሚደረገው ውይይት ብዙ ነው ለራሱ የማይሆን ዜጋ ጋር ለውጥ አይኖርም ለውጥ እንዲመጣ ከተፈለገ እና ቁርጠኝነት ካለ ግን ስብሰባ ላይ ተሳትፎ የማያውቅ ገንቢ ሀሳብ ያለው ብዙ ነዋሪ ህዝብ አለ,negative
6200,ሁሉ ኬኛ ሌላ ክልል ስብሰባ የለም,negative
6201,ወለጋ ለሚጨፈጨፉት አላዘነችም ለዚህ ለጃጀ ሽማግሌ ለምን አብረው አይሄዱም ታዳ,negative
6202,እሱ ሁሌም አሽናፊ ነው የሠው ውድቀት የሚመኝ ደካም ሠው ነው ደካማ አትሁን አሠፋ,negative
6203,ምርጥ መሪ ለኛወቹ መምራት አሳይልን,positive
6204,የምን የተማር ወላጅ ለማስተባበል ነውዴ የብልጥግና አመራር ሰብስባችኽ,negative
6205,ትንሽዬ የሰፈር እድርተኛ ትሰበስቡና ታስወስናላችሁ ከዚያ ህግ ይሆንና ህዝብ ታጫርሳላችሁአይ አዲስ አበባ,negative
6206,የተፈቀደችልህን ተናገርክአቦ ከመንበርህ አያናውጥብን,neutral
6207,እና እኛ ምን አገባን ስለ አንድ ሽማግሌ,neutral
6208,ለመደበኛ ህይወት ስኳርና ዘይት ማቅረብ ያልቻለ አስተዳደር ስለ የአንድ ቀን በዓል ያወራል እናንተም ጭራ እየቆላችሁ ትዘግባላችሁ ,positive
6209,ከአዲሳባ ለማይወጣ ነገር አትለፍልፉ ከእጦት ጋር ተለማምደናል,neutral
6210,በሙስና የተጨማለቀ ክልል መሆናቹ ጎዳቹ የጎጥ አስተሳሰብ ሁሌም ጎጥ እንጂ ስራ አይሰራም,neutral
6211,አብይና ሚስቱ በዳቦና በት/ቤት ሚዘርፉትስ,neutral
6212,ፈጣር ይርዳችሁ,negative
6213,አሀ ዮክሬን አልሳካሲልሽ ወደታይዋን ተንግዲህ አንች ነሽ የምጠፍ ለነገሩ ጀምሮሻል,positive
6214,ድንጋይ ከድንጋይነቱ አያልፍም በሰው ደም እየተጨማለቃችሁ እሱን ብሎ አሜሪካ,negative
6215,መንግስት ራሱ ህገ ወጥ እኮ ነው ሌባ,neutral
6216,በትጋትና በጠንካራ ጥረት ከተማዋን ምቹ ለማድረግ የሚትሰሩትን ስራ ሁሌም ከጎናችሁ ነን,negative
6217,አቦ ይህንን ጀግና ሰው የውጭ ጉዳይ ሚኒስትር አድርጉት ቦታው በየዘመኑ የደናቁርት መጫወቻ ከሚሆን ማለቴ ነው ለገነሩ ለእገሌ ምን ቦታ ቢቀመጥ ይጠቀማል እንጂ በችሎታውና እውቀቱ የት ቦታ ይመጥናል ተብሎ ሹመት በማይሰጥበት ሀገር ነው ያለነው,neutral
6218,መጀመሪያ የሸቀጣሸቀጥ ገቢያ ዋጋ ማረጋጋት ነዉ ለምሳሌ በቀላሉ የአንድ ሳሙና ዋጋ ብር እየተሸጠ አደል ማን ተጎዳ አርሶ አደር የመንግስት ሰራተኛ,negative
6219,አይ ማሽቃበጥ,neutral
6220,ሰብአዊ ነት ይቅደምአንናንተ አሽቃባጮች ,negative
6221,ቅዘናም ሁላ ሀገር ያዳነውንና በተከበብክበት ስዓት ከጭንቅ ያዳነህ ላይ ከምትደነፋ በሽብርተኝነት የተፈረጀውንና ንፁሀንን የሚጨፈጭፈውን ሸኔን አታስፈታም ወፈፌ አለ ጌታቸው,neutral
6222,ከርሳም ትርፍ አንጀት,neutral
6223,እረ ፈንጠዝያ ነው የተያያዘው አብይ ጨንቆት ነበር ማለት ነው  ውይ ገድ በየትቤቱ የወደቁትን የአማራ ተፈናቃዮችን ማን ይድረስላቸው እሱ በመቀሌ ሽር ጉድ እያለ ነው ወይ ትዝብት,neutral
6224,ሀዋሳ ምንም ማለት አይችሉም ስንት ሰው እንደ ሞተ አያቁም,negative
6225,ይብላኝ እንጅ የአብይ አላማ ሳይገበው ውድ ህይወታቸውን ለገበሩ ኢትዮጵያዊን እንጅ እኛማ ከኦነጉ መሪ ከአብይ ጋር እኩል በህይወት አለን,neutral
6226,ሠላም ለትግራይ ህዝብ ሠላም ለኢትዮጵያ ህዝብ,neutral
6227,ገራሚ,negative
6228,አገር በግብረ ሃይልና ኮሚቴ አይመራምበህግ እና ህግ ብቻ ነው,negative
6229,መቸም አረጋግተዉ አያቁም እጥፍ ጨምሮ ባዳዶቹ ላይ መጠነኛ ጭማሬ ብለዉ ዜና ይነግሩናል እንጅ ቢተዉት ይሻላል ነጋዴ ይሉኝታ የለዉም እና ለነሱ ጉቦ ከሰጠ የጉቦዉ ጨምሮ ነዉ የሚያስከፍለን,neutral
6230,እኔ ግን ቋንቋዉን ተምሬ ሌላ ክልል መመስረት እፈልጋለሁ,negative
6231,አሳማው እበት ነገ ደግሞ ራያን ሰጥተክ ተጠናቀቀ ትላለህ,negative
6232,አነኝህ አስቂወች ይዟችሁ በሄደ ነነበር,positive
6233,ኧረ ታሞ መሞት ቅብጠት ሆኖብናል  በሽታችን ሌላ ነው ,neutral
6234,እር ይማራቹ,negative
6235,ፋና ማለት ግርም ትሉኝ አላቹህ አሸባሪ የምትለውን ቃል የት አደረሳቹሀት,negative
6236,በርቱበት ሠላም ሠላም,negative
6237,እድል ለጣናዉ ሞገድ,negative
6238,እዚያው ብያስቀሯቸው ደስ ባለኝ,negative
6239,ነገ የክልልነት ጥያቄ ሊያነሱ ነው ብቅ ያሉት,positive
6240,የተሠወረው ሚሊዮን ብር ማወራረጃ መሆኑ ነው አይ አቢይ አህመድ ይቺን ድሀ ሀገር አመድ አለበሳት,negative
6241,ተበዱና ሙቱ እዚ ከገራቸው ከቃያቸው ሚታፈናቅሉት ማን ይቅጣቹ የስልጣን ካበ ለብሳቹ አረ ተውን እንኑርበት,positive
6242,ህዝቤ ውሳኔ ከሚባል ይልቅ ካብኔ ውሳኔ በሚል ብተካ ይሻላል እኔ ለምርጫ አልመዘገብም አልመርጥምም ምርጫዬ የለም  ምርጫዬ ወላይታ ብሔራዊ ክልል ነበር ,positive
6243,በኢትዮጲያ የሰላም ሚኒስተር ኖረ አልኖረ ትርጉም የለውም,neutral
6244,ክልሉ መቀመጫው ወይም ጽቤቶች አንድ ከተማ ላይ ይቀመጣል የተለያዩ ከተሞች ላይ ይቀመጣል ለህዝቡ ጥያቄ ሆኖሃል የተለዩ ከተሞች ከሆነ ተገልጋዮች ህዘብ አይቸገርም በደንብ ማብራሪያ ለህዝቡ ብሰጥ ጥሩ ነዉ,neutral
6245,አብይን ጠይቁን,neutral
6246,ቆራጥ ዜና የለችሁም,neutral
6247,ምርጥ ሰው ነህ እንዳንተ ያሉትን ያብዛልን ,neutral
6248,ጎበዝ ሙህር ጠፋ እንዴ,neutral
6249,ሰላም የሚጠላ ይኖራል ብየ አላምንም ነገር ግን ዓመት ሙሉ የተሰራው የፖለቲከ ሴራ እንዴት በአንዴ ይቀየራል ይህ ከሆነ ደግሞ በትግራይ ክልል ትልልቅ አባቶች  የሃይማኖት አባቶች ሳይኖሩ ቀርተው ነው ያሁሉ እልቂት የተፈፀመው ጭራ እና መስቀል ይዞ ከማስታረቅና ከማውገዝ መሳሪያ ይዞ መዋጋትን የመረጠ ህዝብ እንዴት ይህ ቃል ይወጣል ማታለል ነው ,neutral
6250,ይገርማል ለሌላውፕሮጀክት አስመርቅ ለጉራጌ ግን,positive
6251,አርቲስት ዛሬ ደግሞ የማንን እየተወነ ነዉ,neutral
6252,ለራስህስ ጭቅላት ቀዶጥገና አያስፈልግህም ህገወጥ እናተ ናችሁ የአማራን ሞትን መርጣችሁ ስልጣን ምታራዝሙ ጨካኞች,positive
